uniprot_acc,organism,mlo,rol,db,hgnc_id,gene_name,approved_name,gene_id
Q9H633,Homo sapiens,"cajal body, nucleolus",component,phasepdb_uniprot,HGNC:21300,RPP21,ribonuclease P/MRP subunit p21,79897.0
Q9H694,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:19351,BICC1,BicC family RNA binding protein 1,80114.0
Q9H6F5,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:28359,CCDC86,coiled-coil domain containing 86,79080.0
Q9H6P5,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:15859,TASP1,taspase 1,55617.0
Q9H6R0,Homo sapiens," stress granule, inflammasome, nucleolus, stress granule","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:16718,DHX33,DEAH-box helicase 33,56919.0
Q9H6R4,Homo sapiens," p-body, nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:19910,NOL6,nucleolar protein 6,65083.0
Q9H6S0,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:24721,YTHDC2,YTH domain containing 2,64848.0
Q9H6W3,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:20968,RIOX1,ribosomal oxygenase 1,79697.0
Q9H6Y2,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:25971,WDR55,WD repeat domain 55,54853.0
Q9H6Z4,Homo sapiens," others, stress granule","component, client","drllps, phasepdb_ht",HGNC:9850,RANBP3,RAN binding protein 3,8498.0
Q9H773,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:28777,DCTPP1,dCTP pyrophosphatase 1,79077.0
Q9H792,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:29431,PEAK1,pseudopodium enriched atypical kinase 1,79834.0
Q9H7B2,Homo sapiens," p-body, nucleolus, p-body","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:20870,RPF2,ribosome production factor 2 homolog,84154.0
Q9H7D0,Homo sapiens,postsynaptic density,client,drllps,HGNC:23476,DOCK5,dedicator of cytokinesis 5,80005.0
Q9H7E2,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:20612,TDRD3,tudor domain containing 3,81550.0
Q9H814,Homo sapiens,nucleolus,component,phasepdb_uniprot,HGNC:10241,PHAX,phosphorylated adaptor for RNA export,51808.0
Q9H840,Homo sapiens," stress granule, gem, gemini of cajal body, stress granule","regulator, component","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:20045,GEMIN7,gem nuclear organelle associated protein 7,79760.0
Q9H869,Homo sapiens,nucleolus,component,phasepdb_uniprot,HGNC:30935,YY1AP1,YY1 associated protein 1,55249.0
Q9H898,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:25844,ZMAT4,zinc finger matrin-type 4,79698.0
Q9H8H0,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:24557,NOL11,nucleolar protein 11,25926.0
Q9H8H2,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:16715,DDX31,DEAD-box helicase 31,64794.0
Q9H8L6,Homo sapiens,nucleolus,client,drllps,HGNC:19888,MMRN2,multimerin 2,79812.0
Q9H8M1,Homo sapiens,postsynaptic density,client,drllps,HGNC:25819,COQ10B,coenzyme Q10B,80219.0
Q9H8M7,Homo sapiens,nucleolus,client,drllps,HGNC:23578,MINDY3,MINDY lysine 48 deubiquitinase 3,80013.0
Q9H8S9,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:16015,MOB1A,MOB kinase activator 1A,55233.0
Q9H8W3,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:25794,FAM204A,family with sequence similarity 204 member A,63877.0
Q9H8X2,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:14645,IPPK,inositol-pentakisphosphate 2-kinase,64768.0
Q9H903,Homo sapiens,nucleolus,client,drllps,HGNC:31865,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like,441024.0
Q9H910,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:14137,JPT2,Jupiter microtubule associated homolog 2,90861.0
Q9H936,Homo sapiens,postsynaptic density,client,drllps,HGNC:19954,SLC25A22,solute carrier family 25 member 22,79751.0
Q9H999,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:19365,PANK3,pantothenate kinase 3,79646.0
Q9H9A5,Homo sapiens," stress granule, p-body","component, client","drllps, phasepdb_ht",HGNC:23817,CNOT10,CCR4-NOT transcription complex subunit 10,25904.0
Q9H9A6,Homo sapiens,postsynaptic density,client,drllps,HGNC:26004,LRRC40,leucine rich repeat containing 40,55631.0
Q9H9B4,Homo sapiens,postsynaptic density,client,drllps,HGNC:16085,SFXN1,sideroflexin 1,94081.0
Q9H9G7,Homo sapiens," stress granule, p-body","component, client","drllps, phasepdb_uniprot",HGNC:18421,AGO3,argonaute RISC catalytic component 3,192669.0
Q9H9H5,Homo sapiens,postsynaptic density,client,drllps,HGNC:25753,MAP6D1,MAP6 domain containing 1,79929.0
Q9H9L3,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:25745,ISG20L2,interferon stimulated exonuclease gene 20 like 2,81875.0
Q9H9Q2,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:16760,COPS7B,COP9 signalosome subunit 7B,64708.0
Q9H9Y2,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:30350,RPF1,ribosome production factor 1 homolog,80135.0
Q9H9Y6,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_rev",HGNC:20454,POLR1B,RNA polymerase I subunit B,84172.0
Q9H9Z2,Homo sapiens,"p-body, stress granule","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:15986,LIN28A,lin-28 homolog A,79727.0
Q9HA38,Homo sapiens,nucleolus,component,phasepdb_uniprot,HGNC:29983,ZMAT3,zinc finger matrin-type 3,64393.0
Q9HA47,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:14859,UCK1,uridine-cytidine kinase 1,83549.0
Q9HA65,Homo sapiens,postsynaptic density,client,drllps,HGNC:25699,TBC1D17,TBC1 domain family member 17,79735.0
Q9HAF1,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:25674,MEAF6,MYST/Esa1 associated factor 6,64769.0
Q9HAJ7,Homo sapiens,nucleolus,component,phasepdb_uniprot,HGNC:25663,SAP30L,SAP30 like,79685.0
Q9HAP6,Homo sapiens,postsynaptic density,client,drllps,HGNC:17788,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component",64130.0
Q9HAR2,Homo sapiens,postsynaptic density,client,drllps,HGNC:20974,ADGRL3,adhesion G protein-coupled receptor L3,23284.0
Q9HAU0,Homo sapiens,postsynaptic density,client,drllps,HGNC:30036,PLEKHA5,pleckstrin homology domain containing A5,54477.0
Q9HAU4,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:16809,SMURF2,SMAD specific E3 ubiquitin protein ligase 2,64750.0
Q9HAU5,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:17854,UPF2,UPF2 regulator of nonsense mediated mRNA decay,26019.0
Q9HAU8,Homo sapiens,nucleolus,client,drllps,HGNC:10079,RNPEPL1,arginyl aminopeptidase like 1,57140.0
Q9HAV0,Homo sapiens,postsynaptic density,client,drllps,HGNC:20731,GNB4,G protein subunit beta 4,59345.0
Q9HAV4,Homo sapiens,nucleolus,client,drllps,HGNC:17675,XPO5,exportin 5,57510.0
Q9HAV7,Homo sapiens,nucleolus,client,drllps,HGNC:19696,GRPEL1,"GrpE like 1, mitochondrial",80273.0
Q9HAZ1,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:13659,CLK4,CDC like kinase 4,57396.0
Q9HB21,Homo sapiens,postsynaptic density,client,drllps,HGNC:14335,PLEKHA1,pleckstrin homology domain containing A1,59338.0
Q9HB58,Homo sapiens,pml nuclear body,client,drllps,HGNC:5401,SP110,SP110 nuclear body protein,3431.0
Q9HB71,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:30423,CACYBP,calcyclin binding protein,27101.0
Q9HBD1,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:21461,RC3H2,ring finger and CCCH-type domains 2,54542.0
Q9HBL7,Homo sapiens,postsynaptic density,client,drllps,HGNC:23633,PLGRKT,plasminogen receptor with a C-terminal lysine,55848.0
Q9HBU6,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:24649,ETNK1,ethanolamine kinase 1,55500.0
Q9HBY8,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:13900,SGK2,serum/glucocorticoid regulated kinase 2,10110.0
Q9HC16,Homo sapiens," stress granule, null_phasepdb_ht, p-body","regulator, client","drllps, phasepdb_ht",HGNC:17357,APOBEC3G,apolipoprotein B mRNA editing enzyme catalytic subunit 3G,60489.0
Q9HC36,Homo sapiens,mitochondrial rna granule,client,drllps,HGNC:18485,MRM3,mitochondrial rRNA methyltransferase 3,55178.0
Q9HC38,Homo sapiens,postsynaptic density,client,drllps,HGNC:14111,GLOD4,glyoxalase domain containing 4,51031.0
Q9HC62,Homo sapiens,"nuclear pore complex, null_phasepdb_ht","regulator, component","phasepdb_ht, phasepdb_uniprot",HGNC:23116,SENP2,SUMO specific peptidase 2,59343.0
Q9HC77,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:17272,CENPJ,centromere protein J,55835.0
Q9HC98,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:7749,NEK6,NIMA related kinase 6,10783.0
Q9HCC0,Homo sapiens," postsynaptic density, stress granule","component, client","drllps, phasepdb_ht",HGNC:6937,MCCC2,methylcrotonyl-CoA carboxylase subunit 2,64087.0
Q9HCD5,Homo sapiens,p-body,regulator,drllps,HGNC:15909,NCOA5,nuclear receptor coactivator 5,57727.0
Q9HCE1,Homo sapiens," stress granule, null_phasepdb_ht, p-body, stress granule","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:7200,MOV10,Mov10 RISC complex RNA helicase,4343.0
Q9HCF6,Homo sapiens,stress granule,regulator,drllps,HGNC:17992,TRPM3,transient receptor potential cation channel subfamily M member 3,80036.0
Q9HCG8,Homo sapiens,"nucleus speckles, stress granule","component, client","drllps, phasepdb_uniprot",HGNC:29322,CWC22,CWC22 spliceosome associated protein homolog,57703.0
Q9HCH3,Homo sapiens,postsynaptic density,client,drllps,HGNC:2318,CPNE5,copine 5,57699.0
Q9HCJ0,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:29318,TNRC6C,trinucleotide repeat containing adaptor 6C,57690.0
Q9HCK5,Homo sapiens," stress granule, p-body",client,drllps,HGNC:18424,AGO4,argonaute RISC component 4,192670.0
Q9HCM3,Homo sapiens,postsynaptic density,client,drllps,HGNC:22219,KIAA1549,KIAA1549,57670.0
Q9HCM7,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:29308,FBRSL1,fibrosin like 1,57666.0
Q9HCS7,Homo sapiens,p-body,"component, client","drllps, phasepdb_ht",HGNC:14089,XAB2,XPA binding protein 2,56949.0
Q9HCX4,Homo sapiens,stress granule,regulator,drllps,HGNC:20754,TRPC7,transient receptor potential cation channel subfamily C member 7,57113.0
Q9HD20,Homo sapiens,postsynaptic density,client,drllps,HGNC:24215,ATP13A1,ATPase 13A1,57130.0
Q9HD33,Homo sapiens," mitochondrial rna granule, nucleolus","component, client","drllps, phasepdb_ht",HGNC:16652,MRPL47,mitochondrial ribosomal protein L47,57129.0
Q9HD42,Homo sapiens,postsynaptic density,client,drllps,HGNC:8740,CHMP1A,charged multivesicular body protein 1A,5119.0
Q9HD43,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9672,PTPRH,protein tyrosine phosphatase receptor type H,5794.0
Q9NP64,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:30246,ZCCHC17,zinc finger CCHC-type containing 17,51538.0
Q9NP73,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:30881,ALG13,ALG13 UDP-N-acetylglucosaminyltransferase subunit,79868.0
Q9NP79,Homo sapiens,postsynaptic density,client,drllps,HGNC:20954,VTA1,vesicle trafficking 1,51534.0
Q9NP97,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:15468,DYNLRB1,dynein light chain roadblock-type 1,83658.0
Q9NPA8,Homo sapiens,nuclear pore complex,component,phasepdb_uniprot,HGNC:24449,ENY2,ENY2 transcription and export complex 2 subunit,56943.0
Q9NPB6,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:15943,PARD6A,par-6 family cell polarity regulator alpha,50855.0
Q9NPD3,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:18189,EXOSC4,exosome component 4,54512.0
Q9NPD7,Homo sapiens,postsynaptic density,client,drllps,HGNC:17972,NRN1,neuritin 1,51299.0
Q9NPE3,Homo sapiens,"cajal body, nucleolus","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:14378,NOP10,NOP10 ribonucleoprotein,55505.0
Q9NPH5,Homo sapiens,nucleolus,component,phasepdb_uniprot,HGNC:7891,NOX4,NADPH oxidase 4,50507.0
Q9NPI1,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:14310,BRD7,bromodomain containing 7,29117.0
Q9NPI5,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:17871,NMRK2,nicotinamide riboside kinase 2,27231.0
Q9NPI6,Homo sapiens," chromatoid body,  stress granule, null_phasepdb_ht, p-body, stress granule","regulator, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:18714,DCP1A,decapping mRNA 1A,55802.0
Q9NPJ1,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:7108,MKKS,MKKS centrosomal shuttling protein,8195.0
Q9NPJ3,Homo sapiens,postsynaptic density,client,drllps,HGNC:20999,ACOT13,acyl-CoA thioesterase 13,55856.0
Q9NPJ4,Homo sapiens,p-body,component,phasepdb_uniprot,HGNC:23158,PNRC2,proline rich nuclear receptor coactivator 2,55629.0
Q9NPQ8,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:29550,RIC8A,RIC8 guanine nucleotide exchange factor A,60626.0
Q9NQ29,Homo sapiens,"nuclear speckle, nuclear speckles","component, client","drllps, phasepdb_ht",HGNC:6723,LUC7L,LUC7 like,55692.0
Q9NQ50,Homo sapiens,others,client,drllps,HGNC:14491,MRPL40,mitochondrial ribosomal protein L40,64976.0
Q9NQ55,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:9227,PPAN,peter pan homolog,56342.0
Q9NQ66,Homo sapiens,postsynaptic density,client,drllps,HGNC:15917,PLCB1,phospholipase C beta 1,23236.0
Q9NQ79,Homo sapiens,postsynaptic density,client,drllps,HGNC:14882,CRTAC1,cartilage acidic protein 1,55118.0
Q9NQB0,Homo sapiens,pml body,component,phasepdb_uniprot,HGNC:11641,TCF7L2,transcription factor 7 like 2,6934.0
Q9NQC3,Homo sapiens,postsynaptic density,client,drllps,HGNC:14085,RTN4,reticulon 4,57142.0
Q9NQC7,Homo sapiens,postsynaptic density,client,drllps,HGNC:2584,CYLD,CYLD lysine 63 deubiquitinase,1540.0
Q9NQI0,Homo sapiens," nuage,  others,  pi-body, droplet, null_phasepdb_rev, p granule","driver, component","drllps, phasepdb_rev, phasepro",HGNC:18700,DDX4,DEAD-box helicase 4,54514.0
Q9NQM4,Homo sapiens,"pml body, pml nuclear body","component, client","drllps, phasepdb_ht",HGNC:28570,DNAAF6,dynein axonemal assembly factor 6,139212.0
Q9NQP4,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:8868,PFDN4,prefoldin subunit 4,5203.0
Q9NQR1,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:29489,KMT5A,lysine methyltransferase 5A,387893.0
Q9NQS7,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:6058,INCENP,inner centromere protein,3619.0
Q9NQT4,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:24662,EXOSC5,exosome component 5,56915.0
Q9NQT5,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:17944,EXOSC3,exosome component 3,51010.0
Q9NQT8,Homo sapiens,stress granule,client,drllps,HGNC:14405,KIF13B,kinesin family member 13B,23303.0
Q9NQW6,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:14082,ANLN,anillin actin binding protein,54443.0
Q9NQX3,Homo sapiens,postsynaptic density,client,drllps,HGNC:15465,GPHN,gephyrin,10243.0
Q9NQZ2,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht",HGNC:24477,UTP3,UTP3 small subunit processome component,57050.0
Q9NQZ3,Homo sapiens,null_phasepdb_rev,component,phasepdb_rev,HGNC:2682,DAZ1,deleted in azoospermia 1,1617.0
Q9NR00,Homo sapiens,nucleus speckles,component,phasepdb_uniprot,HGNC:1357,TCIM,transcriptional and immune response regulator,56892.0
Q9NR11,Homo sapiens,others,client,drllps,HGNC:13848,ZNF302,zinc finger protein 302,55900.0
Q9NR12,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:22958,PDLIM7,PDZ and LIM domain 7,9260.0
Q9NR20,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:3095,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4,8798.0
Q9NR21,Homo sapiens,nuclear pore complex,component,phasepdb_uniprot,HGNC:1186,PARP11,poly(ADP-ribose) polymerase family member 11,57097.0
Q9NR22,Homo sapiens,stress granule,regulator,drllps,HGNC:5188,PRMT8,protein arginine methyltransferase 8,56341.0
Q9NR30,Homo sapiens," p-body,  stress granule, nucleolus, null_phasepdb_ht, p-body","regulator, component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:2744,DDX21,DExD-box helicase 21,9188.0
Q9NR31,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:10534,SAR1A,secretion associated Ras related GTPase 1A,56681.0
Q9NR46,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:10834,SH3GLB2,"SH3 domain containing GRB2 like, endophilin B2",56904.0
Q9NR56,Homo sapiens," others, stress granule",client,drllps,HGNC:6923,MBNL1,muscleblind like splicing regulator 1,4154.0
Q9NR80,Homo sapiens,stress granule,regulator,drllps,HGNC:684,ARHGEF4,Rho guanine nucleotide exchange factor 4,50649.0
Q9NR90,Homo sapiens,null_phasepdb_rev,component,phasepdb_rev,HGNC:15965,DAZ3,deleted in azoospermia 3,57054.0
Q9NRA0,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:18859,SPHK2,sphingosine kinase 2,56848.0
Q9NRA8,Homo sapiens," stress granule, nucleus speckles, p-body, pml body, stress granule","regulator, component","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:16687,EIF4ENIF1,eukaryotic translation initiation factor 4E nuclear import factor 1,56478.0
Q9NRC1,Homo sapiens," stress granule, p-body","component, client","drllps, phasepdb_ht",HGNC:11351,ST7,suppression of tumorigenicity 7,7982.0
Q9NRC6,Homo sapiens,p-body,component,phasepdb_ht,HGNC:15680,SPTBN5,"spectrin beta, non-erythrocytic 5",51332.0
Q9NRC8,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, component","phasepdb_ht, phasepdb_rev",HGNC:14935,SIRT7,sirtuin 7,51547.0
Q9NRD5,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9394,PICK1,protein interacting with PRKCA 1,9463.0
Q9NRF2,Homo sapiens,paraspeckle,"component, client","drllps, phasepdb_ht",HGNC:30417,SH2B1,SH2B adaptor protein 1,25970.0
Q9NRF8,Homo sapiens,nucleolus,client,drllps,HGNC:2520,CTPS2,CTP synthase 2,56474.0
Q9NRF9,Homo sapiens,nucleolus,client,drllps,HGNC:13546,POLE3,"DNA polymerase epsilon 3, accessory subunit",54107.0
Q9NRG9,Homo sapiens,nuclear pore complex,component,phasepdb_uniprot,HGNC:13666,AAAS,aladin WD repeat nucleoporin,8086.0
Q9NRH3,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:12419,TUBG2,tubulin gamma 2,27175.0
Q9NRI5,Homo sapiens," stress granule, centrosome/spindle pole body",client,drllps,HGNC:2888,DISC1,DISC1 scaffold protein,27185.0
Q9NRL3,Homo sapiens,postsynaptic density,client,drllps,HGNC:15721,STRN4,striatin 4,29888.0
Q9NRM2,Homo sapiens,cajal body,"component, client","drllps, phasepdb_ht",HGNC:13070,ZNF277,zinc finger protein 277,11179.0
Q9NRM7,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:6515,LATS2,large tumor suppressor kinase 2,26524.0
Q9NRN7,Homo sapiens,postsynaptic density,client,drllps,HGNC:14235,AASDHPPT,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,60496.0
Q9NRN9,Homo sapiens,nucleolus,component,phasepdb_rev,HGNC:25006,METTL5,"methyltransferase 5, N6-adenosine",29081.0
Q9NRR3,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:18547,CDC42SE2,CDC42 small effector 2,56990.0
Q9NRR4,Homo sapiens,"nucleolus, stress granule","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:17904,DROSHA,drosha ribonuclease III,29102.0
Q9NRR6,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:21474,INPP5E,inositol polyphosphate-5-phosphatase E,56623.0
Q9NRW1,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:14902,RAB6B,"RAB6B, member RAS oncogene family",51560.0
