uniprot,pfam_acc,start,end,domain
Q86YP4,PF16563,136,179,P66_CC
Q8WXI9,PF16563,157,200,P66_CC
O95983,PF16564,79,148,MBDa
Q9NQG5,PF16566,178,324,CREPT
O75525,PF16568,266,320,Sam68-YY
Q07666,PF16568,366,415,Sam68-YY
Q5VWX1,PF16568,267,321,Sam68-YY
O15078,PF16574,1289,1416,CEP209_CC5
Q5SY16,PF16575,306,470,CLP1_P
Q13501,PF16577,379,440,UBA_5
P54646,PF16579,401,495,AdenylateSensor
Q13131,PF16579,406,503,AdenylateSensor
O00541,PF16589,323,414,BRCT_2
Q9NYB0,PF16589,17,100,BRCT_2
Q8NEM0,PF16589,752,832,BRCT_2
Q96F86,PF16598,102,194,Edc3_linker
Q12923,PF16599,1177,1367,PTN13_u3
Q8WXD9,PF16600,373,421,Caskin1-CID
Q15020,PF16605,877,938,LSM_int_assoc
Q9NQC7,PF16607,307,471,CYLD_phos_site
Q8NDV7,PF16608,1504,1779,TNRC6-PABC_bdg
Q9UPQ9,PF16608,1361,1646,TNRC6-PABC_bdg
Q9HCJ0,PF16608,1258,1437,TNRC6-PABC_bdg
Q9HCJ0,PF16608,1433,1512,TNRC6-PABC_bdg
O75962,PF16609,1715,1972,SH3-RhoG_link
O60229,PF16609,1705,1911,SH3-RhoG_link
O14924,PF16611,1106,1180,RGS12_us2
O14924,PF16612,1239,1376,RGS12_usC
O14924,PF16613,836,953,RGS12_us1
Q14155,PF16614,637,728,RhoGEF67_u2
Q14155,PF16615,138,184,RhoGEF67_u1
Q8IXK0,PF16616,670,789,PHC2_SAM_assoc
Q15811,PF16617,803,917,INTAP
P54252,PF16619,263,329,SUIM_assoc
Q2TB10,PF16622,355,383,zf-C2H2_11
O60861,PF16623,109,201,WW_FCH_linker
Q2TB10,PF16624,391,485,zf-C2H2_assoc2
P25054,PF16629,732,1019,Arm_APC_u3
P25054,PF16630,1036,1135,APC_u5
Q8WXD9,PF16632,1370,1431,Caskin-tail
P25054,PF16633,1282,1368,APC_u9
P25054,PF16634,1662,1715,APC_u13
P25054,PF16635,1746,1839,APC_u14
P25054,PF16636,1867,1947,APC_u15
Q9NQV6,PF16638,380,510,Tristanin_u2
O43526,PF16642,665,756,KCNQ2_u3
O15169,PF16646,8,82,AXIN1_TNKS_BD
Q9Y2T1,PF16646,9,75,AXIN1_TNKS_BD
Q15811,PF16652,1440,1593,PH_13
Q9NZM3,PF16652,1412,1566,PH_13
Q8NBX0,PF16653,149,419,Sacchrp_dh_C
Q6ZNF0,PF16656,32,125,Pur_ac_phosph_N
Q9P2I0,PF16661,22,199,Lactamase_B_6
Q86UL8,PF16663,198,259,MAGI_u1
Q96QZ7,PF16663,202,261,MAGI_u1
Q9Y6Q9,PF16665,459,572,NCOA_u2
Q96QZ7,PF16666,728,840,MAGI_u5
O43504,PF16672,1,88,LAMTOR5
Q12933,PF16673,267,330,TRAF_BIRC3_bd
Q86T82,PF16674,1,105,UCH_N
Q9H211,PF16679,421,516,CDT1_C
Q8WYP5,PF16687,1,489,ELYS-bb
P25054,PF16689,4,55,APC_N_CC
Q05048,PF16699,7,62,CSTF1_dimer
A6NKT7,PF16704,1641,1706,Rab_bind
Q8IWJ2,PF16704,1547,1612,Rab_bind
O00522,PF16705,22,198,NUDIX_5
O15381,PF16725,2,72,Nucleolin_bd
Q01968,PF16726,18,118,OCRL_clath_bd
Q9HD67,PF16735,882,933,MYO10_CC
Q9BYX4,PF16739,7,99,CARD_2
O95786,PF16739,1,93,CARD_2
O95786,PF16739,99,190,CARD_2
Q7Z434,PF16739,5,92,CARD_2
Q9NPI6,PF16741,539,581,mRNA_decap_C
Q8IZD4,PF16741,574,616,mRNA_decap_C
Q9UPV7,PF16744,126,198,Zf_RING
Q15057,PF16746,5,238,BAR_3
Q8NEU8,PF16746,7,248,BAR_3
Q9UKG1,PF16746,7,249,BAR_3
Q15027,PF16746,5,240,BAR_3
Q9UNA1,PF16746,6,249,BAR_3
Q15814,PF16752,27,135,TBCC_N
P49916,PF16759,933,1005,LIG3_BRCT
O60318,PF16766,1164,1234,CID_GANP
O60318,PF16768,2,291,NupH_GANP
O60318,PF16769,1262,1976,MCM3AP_GANP
Q14676,PF16770,1877,1970,RTT107_BRCT_5
Q15554,PF16772,318,358,TERF2_RBM
P32019,PF16776,1,149,INPP5B_PH
Q13155,PF16780,1,49,AIMP2_LysRS_bd
Q6VMQ6,PF16788,564,779,ATF7IP_BD
Q6VMQ6,PF16794,1159,1260,fn3_4
Q15428,PF16835,112,206,SF3A2
Q12874,PF16837,129,180,SF3A3
Q6IBW4,PF16858,316,595,CNDH2_C
Q8NHM5,PF16866,656,723,PHD_4
Q9Y2K7,PF16866,614,676,PHD_4
Q6IBW4,PF16869,147,233,CNDH2_M
Q02218,PF16870,869,1014,OxoGdeHyase_C
Q9ULD0,PF16870,855,1000,OxoGdeHyase_C
Q15475,PF16878,9,119,SIX1_SD
Q96ST3,PF16879,886,1186,Sin3a_C
Q9H223,PF16880,27,59,EHD_N
Q9NZN3,PF16880,24,56,EHD_N
Q9H4M9,PF16880,24,56,EHD_N
Q9NZN4,PF16880,24,56,EHD_N
P38606,PF16886,99,221,ATP-synt_ab_Xtn
C9J9S3,PF16891,8,55,STPPase_N
C9JP48,PF16891,8,55,STPPase_N
E7ETD8,PF16891,1,27,STPPase_N
P62207,PF16891,8,55,STPPase_N
P62139,PF16891,9,56,STPPase_N
P62136,PF16891,9,56,STPPase_N
E9PMD7,PF16891,9,56,STPPase_N
P36873,PF16891,9,56,STPPase_N
F8VYE8,PF16891,9,56,STPPase_N
P62140,PF16891,8,55,STPPase_N
F8W0W8,PF16891,26,65,STPPase_N
F8VR82,PF16891,9,56,STPPase_N
P55039,PF16897,184,289,MMR_HSR1_Xtn
Q9Y295,PF16897,186,291,MMR_HSR1_Xtn
Q02880,PF16898,594,732,TOPRIM_C
P11388,PF16898,573,711,TOPRIM_C
P27694,PF16900,305,402,REPA_OB_2
P61254,PF16906,8,122,Ribosomal_L26
Q9UNX3,PF16906,8,122,Ribosomal_L26
Q8WXD9,PF16907,876,964,Caskin-Pro-rich
P04629,PF16920,151,192,LRRCT_2
Q16288,PF16920,163,208,LRRCT_2
Q13724,PF16923,93,262,Glyco_hydro_63N
O15091,PF16953,342,578,PRORP
Q9UHB9,PF16969,75,598,SRP68
Q9BPZ7,PF16978,139,276,CRIM
Q9BPZ7,PF16979,381,488,SIN1_PH
O76094,PF17004,30,157,SRP_TPR_like
O60885,PF17035,609,673,BET
Q15059,PF17035,571,635,BET
Q05D60,PF17045,11,280,CEP63
Q96MT8,PF17045,18,280,CEP63
Q9BSJ8,PF17047,135,313,SMP_LBD
A0FGR9,PF17047,114,291,SMP_LBD
A0FGR8,PF17047,191,370,SMP_LBD
Q9H910,PF17054,2,60,JUPITER
Q9UK76,PF17054,1,71,JUPITER
Q96K30,PF17066,2,269,RITA
Q9BUV0,PF17069,1,290,RSRP
P18583,PF17069,1907,2198,RSRP
Q08AD1,PF17095,749,804,CAMSAP_CC1
Q5T5Y3,PF17095,863,921,CAMSAP_CC1
Q9P1Y5,PF17095,585,643,CAMSAP_CC1
Q15007,PF17098,68,222,Wtap
O60885,PF17105,1319,1362,BRD4_CDT
P46087,PF17125,284,374,Methyltr_RsmF_N
Q07020,PF17135,2,188,Ribosomal_L18
P46777,PF17144,14,176,Ribosomal_L5e
Q9ULX3,PF17146,7,93,PIN_6
Q13505,PF17171,323,386,GST_C_6
Q5HYI7,PF17171,173,236,GST_C_6
O75431,PF17171,186,249,GST_C_6
P05556,PF17205,25,76,PSI_integrin
P16144,PF17205,28,73,PSI_integrin
Q14566,PF17207,122,252,MCM_OB
P25205,PF17207,110,245,MCM_OB
P33991,PF17207,270,398,MCM_OB
P33993,PF17207,148,281,MCM_OB
P33992,PF17207,136,273,MCM_OB
P49736,PF17207,293,422,MCM_OB
Q9UQR0,PF17208,277,324,RBR
Q9Y2L1,PF17215,846,925,Rrp44_S1
Q8TF46,PF17215,874,966,Rrp44_S1
Q9Y2L1,PF17216,225,351,Rrp44_CSD1
Q8IYB7,PF17216,47,148,Rrp44_CSD1
F2Z2C0,PF17216,225,337,Rrp44_CSD1
Q8TF46,PF17216,224,323,Rrp44_CSD1
O00257,PF17218,531,560,CBX7_C
Q14781,PF17218,491,523,CBX7_C
Q8IY57,PF17219,102,134,YAF2_RYBP
Q8N668,PF17221,6,107,COMMD1_N
Q96Q15,PF17229,32,140,SMG1_N
O14744,PF17285,37,290,PRMT5_TIM
O14744,PF17286,467,635,PRMT5_C
Q08945,PF17292,5,99,POB3_N
Q9H6R4,PF17403,323,463,Nrap_D2
Q9H6R4,PF17404,466,629,Nrap_D3
Q9H6R4,PF17405,640,846,Nrap_D4
Q9H6R4,PF17406,848,1003,Nrap_D5
Q9H6R4,PF17407,1005,1137,Nrap_D6
Q9UN81,PF17489,110,152,Tnp_22_trimer
Q9UN81,PF17490,255,319,Tnp_22_dsRBD
Q5T7N2,PF17490,798,862,Tnp_22_dsRBD
Q5T7N2,PF17490,251,315,Tnp_22_dsRBD
Q9UNX9,PF17655,198,371,IRK_C
Q6DHV5,PF17661,18,267,DUF5523
Q7KZ85,PF17674,1051,1138,HHH_9
Q96CW5,PF17681,251,552,GCP_N_terminal
Q96RT8,PF17681,271,713,GCP_N_terminal
Q9BSJ2,PF17681,218,506,GCP_N_terminal
Q96RT7,PF17681,353,694,GCP_N_terminal
Q9UGJ1,PF17681,2,347,GCP_N_terminal
P13984,PF17683,15,198,TFIIF_beta_N
Q8N319,PF17704,1,123,DUF5550
Q96QA5,PF17708,254,418,Gasdermin_C
Q3SXR2,PF17715,1,165,DUF5560
Q15561,PF17725,222,431,YBD
P28347,PF17725,214,423,YBD
P16284,PF17736,409,496,Ig_C17orf99
Q9P1Z2,PF17751,15,118,SKICH
Q15735,PF17751,741,839,SKICH
Q9NSD9,PF17759,377,585,tRNA_synthFbeta
P58397,PF17771,468,532,ADAM_CR_2
Q92993,PF17772,229,283,zf-MYST
Q92794,PF17772,506,560,zf-MYST
Q8WX94,PF17776,468,586,NLRC4_HD2
Q9UKD2,PF17777,125,195,RL10P_insert
P05388,PF17777,111,180,RL10P_insert
Q8WX94,PF17779,410,466,NOD2_WH
Q8N302,PF17780,203,254,OCRE
P98175,PF17780,568,619,OCRE
P78332,PF17780,786,837,OCRE
P52756,PF17780,458,509,OCRE
Q13200,PF17781,56,354,RPN1_RPN2_N
Q15147,PF17787,12,140,PH_14
Q9NQ66,PF17787,17,145,PH_14
P01023,PF17789,350,445,MG4
Q6IE36,PF17789,330,424,MG4
A0A0G2JMS6,PF17789,330,424,MG4
P01024,PF17789,355,446,MG4
P01024,PF17790,23,124,MG1
P01023,PF17791,223,313,MG3
P01024,PF17791,226,308,MG3
Q6IE36,PF17791,202,290,MG3
A0A0G2JMS6,PF17791,202,290,MG3
Q14764,PF17794,50,109,Vault_2
Q14764,PF17794,273,320,Vault_2
Q14764,PF17795,457,518,Vault_3
Q14764,PF17796,379,439,Vault_4
Q9NVV4,PF17797,62,132,RL
Q8IUC6,PF17798,1,148,TRIF-NTD
Q9Y3A4,PF17799,20,107,RRM_Rrp7
Q5JPE7,PF17802,871,929,SpaA
Q92995,PF17807,35,98,zf-UBP_var
P45974,PF17807,16,79,zf-UBP_var
Q01484,PF17809,1324,1454,UPA_2
Q12955,PF17809,1308,1438,UPA_2
P16157,PF17809,1236,1365,UPA_2
Q8NHM5,PF17811,333,417,JHD
O75151,PF17811,340,443,JHD
Q6ZMT4,PF17811,373,476,JHD
Q9Y2K7,PF17811,303,359,JHD
Q2TAY7,PF17814,7,36,LisH_TPL
O94967,PF17814,12,40,LisH_TPL
Q96SB3,PF17817,426,489,PDZ_5
Q9ULJ8,PF17817,434,497,PDZ_5
Q5T5U3,PF17820,103,156,PDZ_6
Q9BYB0,PF17820,609,662,PDZ_6
Q92614,PF17820,266,309,PDZ_6
Q9Y2H9,PF17820,1000,1051,PDZ_6
Q9Y3R0,PF17820,502,558,PDZ_6
Q9UPX8,PF17820,285,339,PDZ_6
O00233,PF17820,138,194,PDZ_6
Q8NEN9,PF17820,395,447,PDZ_6
Q9Y566,PF17820,701,754,PDZ_6
Q49A92,PF17824,92,499,DUF5586
P31948,PF17830,130,184,STI1
P31948,PF17830,482,536,STI1
Q9ULC4,PF17832,5,89,Pre-PUA
P41214,PF17832,2,90,Pre-PUA
Q9Y221,PF17833,2,83,UPF0113_N
Q9BZE4,PF17835,6,165,NOG1_N
Q92974,PF17838,458,571,PH_16
Q92888,PF17838,632,760,PH_16
P11441,PF17840,96,142,Tugs
Q9H0D6,PF17846,325,786,XRN_M
Q8IZH2,PF17846,272,610,XRN_M
Q9NX58,PF17848,3,28,zf-ACC
Q9Y2L1,PF17849,370,438,OB_Dis3
Q8IYB7,PF17849,265,341,OB_Dis3
F2Z2C0,PF17849,370,438,OB_Dis3
Q8TF46,PF17849,364,432,OB_Dis3
Q14204,PF17852,2423,2550,Dynein_AAA_lid
Q8IVF4,PF17852,2277,2411,Dynein_AAA_lid
Q9NYC9,PF17852,2314,2434,Dynein_AAA_lid
Q14566,PF17855,570,656,MCM_lid
P25205,PF17855,566,653,MCM_lid
P33991,PF17855,685,769,MCM_lid
P33993,PF17855,557,641,MCM_lid
P33992,PF17855,557,648,MCM_lid
P49736,PF17855,718,802,MCM_lid
Q9Y230,PF17856,370,435,TIP49_C
Q9Y265,PF17856,374,439,TIP49_C
Q8IVF4,PF17857,2628,2727,AAA_lid_1
Q9NYC9,PF17857,2651,2750,AAA_lid_1
P62191,PF17862,377,421,AAA_lid_3
P62195,PF17862,341,385,AAA_lid_3
O15381,PF17862,773,830,AAA_lid_3
O15381,PF17862,456,505,AAA_lid_3
O43933,PF17862,1029,1077,AAA_lid_3
Q9UN37,PF17862,316,357,AAA_lid_3
P17980,PF17862,378,422,AAA_lid_3
P46459,PF17862,423,472,AAA_lid_3
Q9BVQ7,PF17862,674,721,AAA_lid_3
Q9BVQ7,PF17862,390,439,AAA_lid_3
P55072,PF17862,393,454,AAA_lid_3
P55072,PF17862,669,714,AAA_lid_3
Q96TA2,PF17862,528,572,AAA_lid_3
Q9Y4W6,PF17862,505,547,AAA_lid_3
P62333,PF17862,325,369,AAA_lid_3
Q8NB90,PF17862,818,864,AAA_lid_3
Q8NB90,PF17862,547,603,AAA_lid_3
P35998,PF17862,367,411,AAA_lid_3
Q8NBU5,PF17862,281,336,AAA_lid_3
Q6PL18,PF17862,621,680,AAA_lid_3
Q9UBP0,PF17862,533,587,AAA_lid_3
O75449,PF17862,403,464,AAA_lid_3
Q9NU22,PF17865,915,1017,AAA_lid_5
Q9NU22,PF17867,480,604,AAA_lid_7
Q9NU22,PF17867,1227,1330,AAA_lid_7
Q9NU22,PF17867,1900,2001,AAA_lid_7
P06213,PF17870,940,987,Insulin_TMD
Q13415,PF17872,669,738,AAA_lid_10
Q8IYB7,PF17877,766,855,Dis3l2_C_term
P55786,PF17900,59,245,Peptidase_M1_N
Q9H4A4,PF17900,38,230,Peptidase_M1_N
Q9HAU8,PF17900,133,258,Peptidase_M1_N
Q03001,PF17902,876,942,SH3_10
Q15149,PF17902,930,996,SH3_10
O60437,PF17902,390,453,SH3_10
Q9UPN3,PF17902,857,923,SH3_10
P15924,PF17902,447,513,SH3_10
Q13601,PF17903,58,138,KH_8
Q06787,PF17904,123,207,KH_9
P51114,PF17904,123,207,KH_9
P51116,PF17904,133,217,KH_9
Q53H47,PF17906,348,397,HTH_48
O96028,PF17907,1022,1060,AWS
Q9BZ95,PF17907,1104,1142,AWS
Q15477,PF17911,74,203,Ski2_N
Q96T60,PF17913,10,107,FHA_2
Q7Z2E3,PF17913,19,115,FHA_2
O43679,PF17916,298,326,LID
Q9NXP7,PF17921,65,124,Integrase_H2C2
Q14149,PF17942,249,382,Morc6_S5
O94925,PF17959,139,222,EF-hand_14
Q9ULL4,PF17960,532,619,TIG_plexin
Q9Y4D7,PF17960,606,700,TIG_plexin
O75051,PF17960,565,654,TIG_plexin
P51805,PF17960,545,636,TIG_plexin
Q9UIW2,PF17960,569,659,TIG_plexin
Q99650,PF17971,28,138,LIFR_D2
O60260,PF17976,145,217,zf-RING_12
O60260,PF17978,228,318,zf-RING_14
Q96EP1,PF17979,462,620,zf-CRD
P46100,PF17981,158,213,ADD_ATRX
O96028,PF17982,1282,1330,C5HCH
Q9BZ95,PF17982,1364,1413,C5HCH
P17948,PF17988,753,787,VEGFR-2_TMD
Q99460,PF18004,786,925,RPN2_C
Q7L2H7,PF18005,340,368,eIF3m_C_helix
Q13425,PF18012,239,297,PH_17
Q13884,PF18012,237,295,PH_17
Q13424,PF18012,208,266,PH_17
Q9NZI6,PF18016,301,363,SAM_3
Q9ULL4,PF18020,689,786,TIG_2
O75051,PF18020,708,802,TIG_2
P51805,PF18020,690,784,TIG_2
Q9UIW2,PF18020,713,807,TIG_2
Q9UPW5,PF18027,712,847,Pepdidase_M14_N
Q9Y5A7,PF18037,70,163,Ubiquitin_5
Q05397,PF18038,35,130,FERM_N_2
Q14289,PF18038,39,137,FERM_N_2
A2A288,PF18039,3,44,UBA_6
Q9UPT8,PF18044,394,415,zf-CCCH_4
Q9H000,PF18044,6,27,zf-CCCH_4
Q6P158,PF18044,303,324,zf-CCCH_4
Q86VM9,PF18044,222,243,zf-CCCH_4
Q8N5A5,PF18044,178,199,zf-CCCH_4
Q9Y4K3,PF18048,157,183,TRAF6_Z2
Q13200,PF18051,853,906,RPN1_C
O00231,PF18055,12,129,RPN6_N
O15067,PF18072,184,232,FGAR-AT_linker
O15067,PF18076,39,160,FGAR-AT_N
O14777,PF18077,213,285,DUF5595
Q6PFW1,PF18086,55,144,PPIP5K2_N
Q9NP79,PF18097,266,303,Vta1_C
P27815,PF18100,178,293,PDE4_UCR
Q08493,PF18100,152,268,PDE4_UCR
Q58A45,PF18101,742,879,Pan3_PK
Q8N9I9,PF18102,210,344,DTC
Q8TDB6,PF18102,607,739,DTC
O75164,PF18104,960,994,Tudor_2
O75164,PF18104,902,936,Tudor_2
Q9P0L9,PF18109,702,736,Fer4_24
Q96KN7,PF18111,1114,1279,RPGR1_C
Q9P1Z2,PF18112,654,680,Zn-C2H2_12
Q8IYB8,PF18114,62,179,Suv3_N
Q96C10,PF18119,215,343,RIG-I_C
Q9BYX4,PF18119,536,692,RIG-I_C
O95786,PF18119,457,602,RIG-I_C
P29084,PF18121,146,204,TFA2_Winged_2
Q9H1A4,PF18122,1736,1895,APC1_C
Q8IZH2,PF18129,1101,1171,SH3_12
O60870,PF18131,276,328,KN17_SH3
Q9UBD5,PF18137,596,708,ORC_WH_C
Q9HCF6,PF18139,153,443,LSDAT_euk
P05165,PF18140,525,653,PCC_BT
Q92900,PF18141,324,425,UPF1_1B_dom
Q8IYB8,PF18147,556,598,Suv3_C_1
P49802,PF18148,113,214,RGS_DHEX
P49758,PF18148,116,217,RGS_DHEX
O75643,PF18149,254,363,Helicase_PWI
Q9H223,PF18150,291,397,DUF5600
Q9NZN3,PF18150,288,394,DUF5600
Q9H4M9,PF18150,288,394,DUF5600
Q9NZN4,PF18150,288,394,DUF5600
Q14C86,PF18151,1263,1326,DUF5601
Q9UJ41,PF18151,158,220,DUF5601
O00444,PF18190,591,697,Plk4_PB1
Q9H147,PF18192,65,132,DNTTIP1_dimer
Q14204,PF18198,4176,4327,AAA_lid_11
Q8IVF4,PF18198,4017,4164,AAA_lid_11
Q9NYC9,PF18198,4047,4183,AAA_lid_11
Q14204,PF18199,4333,4644,Dynein_C
Q8IVF4,PF18199,4170,4468,Dynein_C
Q9NYC9,PF18199,4189,4484,Dynein_C
Q9NQM4,PF18201,108,205,PIH1_CS
Q9NSD9,PF18262,1,90,PhetRS_B1
Q14566,PF18263,711,819,MCM6_C
O00233,PF18265,23,102,Nas2_N
F5H7X1,PF18265,23,83,Nas2_N
F5H5V4,PF18265,23,102,Nas2_N
F5H169,PF18265,1,51,Nas2_N
F5GX23,PF18265,23,102,Nas2_N
P53370,PF18290,46,129,Nudix_hydro
Q14444,PF18293,132,247,Caprin-1_dimer
Q92759,PF18307,389,456,Tfb2_C
Q9NZ52,PF18308,169,207,GGA_N-GAT
Q92905,PF18323,251,329,CSN5_C
Q8IZH2,PF18332,646,845,XRN1_D1
Q8IZH2,PF18334,848,935,XRN1_D2_D3
Q06787,PF18336,4,52,Tudor_FRX1
P51114,PF18336,4,52,Tudor_FRX1
P51116,PF18336,14,62,Tudor_FRX1
Q8N5P1,PF18345,226,244,zf_CCCH_4
P61129,PF18345,278,296,zf_CCCH_4
Q86YT6,PF18346,333,397,SH3_15
Q86YT6,PF18346,246,311,SH3_15
O60506,PF18360,34,103,hnRNP_Q_AcD
O43390,PF18360,37,106,hnRNP_Q_AcD
Q8WZ42,PF18362,9505,9537,THB
P05556,PF18372,466,495,I-EGF_1
P16144,PF18372,457,485,I-EGF_1
Q9UPN3,PF18373,958,1035,Spectrin_like
Q03001,PF18373,977,1054,Spectrin_like
Q15149,PF18373,1031,1108,Spectrin_like
P15924,PF18373,548,625,Spectrin_like
O14646,PF18375,1124,1210,CDH1_2_SANT_HL1
Q8IVF5,PF18385,645,742,Tiam_CC_Ex
Q5TC82,PF18386,271,326,ROQ_II
Q9HBD1,PF18386,268,323,ROQ_II
Q9UKY1,PF18387,98,150,zf_C2H2_ZHX
Q9UNE7,PF18391,142,225,CHIP_TPR_N
Q9UBW8,PF18392,166,215,CSN7a_helixI
Q9H9Q2,PF18392,166,215,CSN7a_helixI
Q14164,PF18394,400,646,TBK1_CCD1
Q9UHD2,PF18394,400,655,TBK1_CCD1
Q14164,PF18396,308,393,TBK1_ULD
Q9UHD2,PF18396,308,395,TBK1_ULD
O15111,PF18397,386,659,IKBKB_SDD
O14920,PF18397,389,663,IKBKB_SDD
Q75N03,PF18408,161,192,zf_Hakai
O00444,PF18409,699,807,Plk4_PB2
Q9ULT8,PF18410,1892,1965,BTHB
Q9Y6K9,PF18414,393,418,zf_C2H2_10
Q9BT78,PF18420,365,406,CSN4_RPN5_eIF3a
Q12888,PF18428,1867,1970,BRCT_3
Q9P2P5,PF18436,915,981,HECW1_helix
Q76N89,PF18436,948,1014,HECW1_helix
O75899,PF18455,779,817,GBR2_CC
Q9Y4E5,PF18479,884,1001,PIN_11
P56192,PF18485,1,74,GST_N_5
O00231,PF18503,393,419,RPN6_C_helix
Q9P2W1,PF18517,154,211,LZ3wCH
P04637,PF18521,35,59,TAD2
Q9Y285,PF18552,2,61,PheRS_DBD1
Q9Y285,PF18553,75,132,PheRS_DBD3
Q9Y285,PF18554,134,166,PheRS_DBD2
Q6ZUJ8,PF18567,11,141,TIR_3
Q13155,PF18569,117,208,Thioredoxin_16
Q96EQ8,PF18574,94,126,zf_C2HC_14
Q9Y508,PF18574,85,117,zf_C2HC_14
O94901,PF18580,574,632,HTH_SUN2
Q9UH99,PF18580,481,538,HTH_SUN2
Q6UVJ0,PF18594,146,173,Sas6_CC
Q9HD67,PF18597,7,58,SH3_19
Q96H79,PF18606,5,66,HTH_53
Q7Z2W4,PF18606,5,66,HTH_53
P04629,PF18613,417,438,TrkA_TMD
P35658,PF18617,1915,1977,Nup214_FG
Q7Z2W4,PF18633,143,170,zf-CCCH_8
Q9BUA3,PF18658,70,134,zf-C2H2_12
Q13148,PF18694,4,77,TDP43_N
O14523,PF18696,102,253,SMP_C2CD2L
Q9UDY8,PF18703,583,719,MALT1_Ig
Q17RS7,PF18704,398,458,Chromo_2
A4D126,PF18706,283,451,ISPD_C
Q9H8Y5,PF18716,683,725,VATC
Q12766,PF18717,979,1109,CxC4
Q92752,PF18720,203,231,EGF_Tenascin
Q92752,PF18720,234,262,EGF_Tenascin
P24821,PF18720,407,435,EGF_Tenascin
P24821,PF18720,500,528,EGF_Tenascin
P24821,PF18720,189,217,EGF_Tenascin
P24821,PF18720,438,466,EGF_Tenascin
P24821,PF18720,345,373,EGF_Tenascin
P24821,PF18720,251,280,EGF_Tenascin
P24821,PF18720,593,621,EGF_Tenascin
P24821,PF18720,562,590,EGF_Tenascin
P24821,PF18720,283,311,EGF_Tenascin
P78509,PF18720,3230,3259,EGF_Tenascin
P22105,PF18720,310,338,EGF_Tenascin
P22105,PF18720,372,400,EGF_Tenascin
P22105,PF18720,248,276,EGF_Tenascin
P22105,PF18720,279,307,EGF_Tenascin
P22105,PF18720,558,586,EGF_Tenascin
P22105,PF18720,527,555,EGF_Tenascin
P22105,PF18720,496,524,EGF_Tenascin
P22105,PF18720,589,617,EGF_Tenascin
P22105,PF18720,341,369,EGF_Tenascin
P22105,PF18720,434,462,EGF_Tenascin
Q8TCU4,PF18727,1770,1816,ALMS_repeat
Q8TCU4,PF18727,872,918,ALMS_repeat
Q8TCU4,PF18727,586,632,ALMS_repeat
Q8TCU4,PF18727,680,726,ALMS_repeat
Q8TCU4,PF18727,1108,1155,ALMS_repeat
Q8TCU4,PF18727,1298,1344,ALMS_repeat
Q8TCU4,PF18727,1203,1249,ALMS_repeat
Q8TCU4,PF18727,1723,1769,ALMS_repeat
Q8TCU4,PF18727,1393,1439,ALMS_repeat
Q8TCU4,PF18727,1250,1297,ALMS_repeat
Q8TCU4,PF18727,1156,1202,ALMS_repeat
Q8TCU4,PF18727,775,821,ALMS_repeat
Q8TCU4,PF18727,539,585,ALMS_repeat
Q8TCU4,PF18727,1014,1060,ALMS_repeat
Q8TCU4,PF18727,1345,1392,ALMS_repeat
Q8TCU4,PF18727,1676,1722,ALMS_repeat
Q8TCU4,PF18727,1061,1107,ALMS_repeat
Q8TCU4,PF18727,1952,1996,ALMS_repeat
Q8TCU4,PF18727,919,965,ALMS_repeat
Q8TCU4,PF18727,1440,1486,ALMS_repeat
Q8TCU4,PF18727,633,679,ALMS_repeat
Q8TCU4,PF18727,727,774,ALMS_repeat
Q8TCU4,PF18727,1487,1534,ALMS_repeat
Q8TCU4,PF18727,2153,2199,ALMS_repeat
Q8TCU4,PF18727,1582,1628,ALMS_repeat
Q8TCU4,PF18727,822,871,ALMS_repeat
Q8TCU4,PF18727,966,1013,ALMS_repeat
Q8TCU4,PF18727,1535,1581,ALMS_repeat
Q8TCU4,PF18727,1862,1906,ALMS_repeat
Q8TCU4,PF18727,2106,2152,ALMS_repeat
Q8TCU4,PF18727,1817,1861,ALMS_repeat
Q8TCU4,PF18727,1907,1951,ALMS_repeat
Q8TCU4,PF18727,1629,1675,ALMS_repeat
Q8TCU4,PF18727,2059,2105,ALMS_repeat
Q8TCU4,PF18727,1993,2028,ALMS_repeat
Q86Y13,PF18738,418,563,HEPN_DZIP3
Q8N594,PF18755,61,168,RAMA
O60763,PF18770,269,329,Arm_vescicular
O14980,PF18777,345,381,CRM1_repeat
P13489,PF18779,1,35,LRR_RI_capping
E9PMJ3,PF18779,6,35,LRR_RI_capping
E9PLZ3,PF18779,6,35,LRR_RI_capping
E9PIM9,PF18779,6,35,LRR_RI_capping
Q9NRW3,PF18782,10,189,NAD2
Q8IUX4,PF18782,10,188,NAD2
Q9HC16,PF18782,10,193,NAD2
O14980,PF18784,405,472,CRM1_repeat_2
O14980,PF18787,485,535,CRM1_repeat_3
P25054,PF18797,393,466,APC_rep
O00410,PF18808,268,357,Importin_rep_4
O60518,PF18808,276,365,Importin_rep_4
O00410,PF18816,1005,1061,Importin_rep_5
Q9H8Y5,PF18826,207,351,bVLRF1
O00410,PF18829,765,874,Importin_rep_6
O60518,PF18829,773,882,Importin_rep_6
Q92904,PF18872,170,190,Daz
Q9UHB7,PF18875,714,728,AF4_int
P51816,PF18875,801,815,AF4_int
Q9UHB7,PF18876,897,1162,AF-4_C
P51816,PF18876,1054,1311,AF-4_C
Q8IZA0,PF18911,690,782,PKD_4
P09467,PF18913,203,333,FBPase_C
